                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.75313,                0.51856,                0.95052,                0.78851,                0.64826,                0.72142,                0.43205,                 1.3358,                0.83865,                 1.1771,               0.004984,               0.004984,               0.004984
                    154,                0.75619,                0.52092,                0.94959,                0.79026,                0.65216,                0.72198,                0.43389,                 1.3366,                0.83283,                 1.1806,               0.004951,               0.004951,               0.004951
                    155,                0.76239,                0.52341,                0.95257,                 0.7932,                0.65031,                 0.7227,                0.43541,                 1.3354,                 0.8348,                 1.1795,               0.004918,               0.004918,               0.004918
                    156,                0.76955,                0.53394,                0.95738,                0.77781,                0.65577,                0.71926,                0.43356,                 1.3391,                0.83418,                 1.1802,               0.004885,               0.004885,               0.004885
                    157,                0.74052,                0.51652,                0.94458,                 0.7909,                0.64755,                0.72061,                0.43161,                 1.3427,                0.83716,                 1.1839,               0.004852,               0.004852,               0.004852
                    158,                0.75255,                0.51731,                0.94862,                0.79303,                0.64423,                0.72164,                0.43359,                 1.3381,                0.83171,                  1.181,               0.004819,               0.004819,               0.004819
                    159,                0.76063,                0.51849,                0.94901,                0.79695,                0.64552,                0.72317,                 0.4359,                 1.3331,                0.82907,                 1.1772,               0.004786,               0.004786,               0.004786
                    160,                0.74765,                 0.5146,                0.94283,                 0.7847,                0.65705,                0.72407,                0.43563,                 1.3317,                0.83115,                 1.1769,               0.004753,               0.004753,               0.004753
                    161,                0.75718,                0.52129,                0.94836,                0.78721,                0.65224,                0.72137,                0.43722,                 1.3288,                 0.8297,                 1.1747,                0.00472,                0.00472,                0.00472
                    162,                0.74426,                0.51853,                0.94615,                0.78884,                0.64466,                0.72208,                0.43659,                 1.3301,                0.83043,                 1.1735,               0.004687,               0.004687,               0.004687
                    163,                0.74658,                0.51367,                0.94925,                0.79514,                0.64202,                0.72236,                0.43411,                 1.3346,                0.83363,                 1.1783,               0.004654,               0.004654,               0.004654
                    164,                0.73683,                0.50405,                 0.9447,                0.79469,                0.64499,                 0.7211,                0.43497,                  1.331,                0.83833,                 1.1743,               0.004621,               0.004621,               0.004621
                    165,                0.75131,                0.51801,                0.94564,                0.79654,                0.64144,                0.71952,                0.43419,                 1.3315,                0.83315,                 1.1735,               0.004588,               0.004588,               0.004588
                    166,                0.74752,                 0.5156,                0.94902,                0.79341,                0.64382,                0.72185,                0.43526,                 1.3323,                0.83188,                 1.1751,               0.004555,               0.004555,               0.004555
                    167,                0.72915,                0.50003,                0.94119,                0.80236,                0.64055,                0.72267,                0.43645,                 1.3269,                0.82854,                 1.1767,               0.004522,               0.004522,               0.004522
                    168,                0.74878,                0.50969,                0.94929,                0.78852,                0.65062,                0.72369,                0.43658,                 1.3227,                0.82262,                 1.1742,               0.004489,               0.004489,               0.004489
                    169,                0.72037,                0.49485,                0.93543,                0.79781,                0.65121,                0.72491,                0.43624,                 1.3235,                0.82426,                 1.1727,               0.004456,               0.004456,               0.004456
                    170,                0.73058,                0.49814,                0.94396,                0.79828,                0.64733,                0.72372,                0.43571,                 1.3268,                0.82615,                 1.1723,               0.004423,               0.004423,               0.004423
                    171,                0.75597,                0.51529,                0.94865,                0.80782,                0.64126,                0.72371,                0.43628,                 1.3289,                0.82766,                 1.1744,                0.00439,                0.00439,                0.00439
                    172,                0.74394,                0.51243,                0.94419,                0.80591,                 0.6404,                0.72331,                0.43478,                 1.3259,                0.82757,                 1.1737,               0.004357,               0.004357,               0.004357
                    173,                0.73997,                0.51002,                0.94397,                0.79434,                0.64524,                0.72257,                0.43649,                 1.3191,                0.82995,                 1.1697,               0.004324,               0.004324,               0.004324
                    174,                0.74826,                0.51354,                0.94964,                0.79541,                0.64308,                0.72446,                0.43767,                 1.3168,                0.82769,                 1.1714,               0.004291,               0.004291,               0.004291
                    175,                0.73975,                0.50185,                0.94299,                0.80874,                0.63869,                0.72639,                0.43802,                 1.3213,                0.83057,                 1.1705,               0.004258,               0.004258,               0.004258
                    176,                0.71834,                0.49277,                0.93692,                0.79053,                0.64708,                 0.7234,                 0.4381,                 1.3211,                0.82892,                 1.1725,               0.004225,               0.004225,               0.004225
                    177,                0.73221,                0.49691,                0.94463,                0.79041,                0.64697,                0.72352,                0.43847,                 1.3223,                0.82899,                 1.1737,               0.004192,               0.004192,               0.004192
                    178,                0.71715,                0.49202,                0.93581,                0.80029,                0.64248,                0.72481,                0.43973,                 1.3188,                0.82761,                 1.1726,               0.004159,               0.004159,               0.004159
                    179,                0.72705,                 0.4954,                 0.9373,                0.79417,                0.64604,                0.72303,                   0.44,                 1.3164,                0.82605,                  1.172,               0.004126,               0.004126,               0.004126
                    180,                0.74291,                0.50326,                0.94292,                0.80546,                0.64431,                0.72514,                 0.4391,                 1.3135,                0.82369,                 1.1696,               0.004093,               0.004093,               0.004093
                    181,                0.73388,                0.50144,                0.93965,                0.80439,                0.64521,                0.72456,                0.43885,                 1.3137,                0.82404,                 1.1693,                0.00406,                0.00406,                0.00406
                    182,                0.71687,                0.49581,                0.93276,                0.79491,                0.64972,                0.72683,                0.43944,                 1.3143,                0.82131,                 1.1685,               0.004027,               0.004027,               0.004027
                    183,                0.71223,                0.49098,                0.93349,                0.80158,                0.64557,                0.72788,                0.44066,                 1.3114,                0.81922,                 1.1659,               0.003994,               0.003994,               0.003994
                    184,                0.72766,                0.49155,                0.93831,                0.80172,                0.64846,                0.72784,                0.43935,                 1.3129,                0.82313,                 1.1671,               0.003961,               0.003961,               0.003961
                    185,                0.72686,                0.49285,                0.93926,                0.80092,                0.64762,                0.72654,                 0.4377,                 1.3145,                0.82372,                 1.1687,               0.003928,               0.003928,               0.003928
                    186,                0.72641,                0.49344,                0.93614,                 0.7983,                0.64833,                0.72741,                0.43741,                 1.3174,                0.82155,                 1.1709,               0.003895,               0.003895,               0.003895
                    187,                0.71219,                0.48968,                0.93842,                0.80695,                0.64347,                 0.7259,                0.43736,                 1.3152,                0.81546,                 1.1712,               0.003862,               0.003862,               0.003862
                    188,                0.72025,                0.49252,                0.93427,                0.79751,                0.64618,                0.72625,                0.43729,                 1.3188,                  0.819,                  1.174,               0.003829,               0.003829,               0.003829
                    189,                0.71082,                0.48476,                 0.9309,                0.80151,                0.64391,                0.72621,                0.43765,                 1.3186,                0.81937,                 1.1751,               0.003796,               0.003796,               0.003796
                    190,                0.71345,                0.48251,                0.93193,                0.81405,                0.63795,                0.72687,                0.43677,                 1.3223,                0.81653,                 1.1765,               0.003763,               0.003763,               0.003763
                    191,                 0.7082,                0.48063,                0.92731,                0.81175,                0.64291,                 0.7276,                0.43817,                 1.3231,                0.81307,                 1.1753,                0.00373,                0.00373,                0.00373
                    192,                0.72178,                0.49473,                0.93702,                0.80006,                0.64917,                0.72658,                0.43842,                 1.3212,                0.81239,                 1.1743,               0.003697,               0.003697,               0.003697
                    193,                0.70895,                0.48039,                0.93245,                0.80024,                0.65167,                0.72639,                0.43963,                 1.3198,                0.81169,                 1.1724,               0.003664,               0.003664,               0.003664
                    194,                0.71353,                0.47857,                0.93637,                0.80385,                0.65364,                0.72722,                0.43974,                 1.3185,                0.81088,                 1.1719,               0.003631,               0.003631,               0.003631
                    195,                0.70598,                0.48031,                0.92887,                0.80095,                0.65415,                0.72733,                0.43978,                 1.3191,                0.81205,                 1.1702,               0.003598,               0.003598,               0.003598
                    196,                0.70234,                0.47536,                0.92828,                0.80696,                0.64695,                0.72821,                0.44142,                 1.3194,                0.81338,                 1.1697,               0.003565,               0.003565,               0.003565
                    197,                0.71509,                0.47976,                  0.931,                0.80524,                0.64567,                0.72953,                0.44202,                 1.3218,                 0.8125,                 1.1705,               0.003532,               0.003532,               0.003532
                    198,                0.69745,                0.48225,                0.93192,                0.80457,                0.64607,                0.73067,                 0.4424,                 1.3226,                0.81081,                 1.1705,               0.003499,               0.003499,               0.003499
                    199,                0.70555,                0.47839,                0.93551,                0.80431,                0.64734,                0.72972,                0.44157,                 1.3207,                0.81035,                 1.1704,               0.003466,               0.003466,               0.003466
                    200,                0.70212,                0.47846,                 0.9311,                0.81159,                0.64177,                0.72862,                0.44162,                 1.3162,                0.80754,                 1.1705,               0.003433,               0.003433,               0.003433
                    201,                0.70148,                0.47604,                0.92784,                0.82093,                0.63861,                0.72874,                0.44162,                 1.3136,                0.80919,                 1.1685,                 0.0034,                 0.0034,                 0.0034
                    202,                0.70933,                0.48287,                0.93194,                0.80758,                0.64451,                0.73009,                0.44191,                 1.3114,                0.80938,                 1.1681,               0.003367,               0.003367,               0.003367
                    203,                0.69114,                0.47469,                0.92478,                 0.8088,                0.64683,                0.73047,                0.44156,                 1.3113,                0.81002,                  1.168,               0.003334,               0.003334,               0.003334
                    204,                 0.7025,                0.47734,                0.92849,                0.80078,                0.64992,                0.72988,                0.44196,                 1.3138,                0.81315,                 1.1707,               0.003301,               0.003301,               0.003301
                    205,                0.70318,                0.48168,                0.93248,                0.79866,                0.65474,                0.73035,                0.44295,                 1.3126,                0.81071,                 1.1702,               0.003268,               0.003268,               0.003268
                    206,                0.69444,                0.47022,                0.92677,                0.80032,                0.65586,                  0.731,                 0.4432,                  1.313,                  0.809,                 1.1704,               0.003235,               0.003235,               0.003235
                    207,                0.69337,                0.47202,                0.93039,                0.80411,                0.65257,                0.73036,                0.44246,                  1.314,                0.80893,                 1.1705,               0.003202,               0.003202,               0.003202
                    208,                 0.6911,                0.46531,                0.92369,                0.80024,                0.65496,                0.73075,                0.44265,                 1.3143,                0.80803,                 1.1701,               0.003169,               0.003169,               0.003169
                    209,                0.69197,                0.46887,                0.92602,                0.80099,                0.65508,                0.73168,                 0.4427,                 1.3182,                 0.8076,                 1.1725,               0.003136,               0.003136,               0.003136
                    210,                0.67564,                 0.4645,                 0.9223,                0.80926,                0.65355,                 0.7343,                0.44384,                 1.3182,                0.80612,                 1.1735,               0.003103,               0.003103,               0.003103
                    211,                0.69057,                0.46501,                0.92228,                 0.8063,                0.65703,                0.73393,                0.44342,                 1.3194,                 0.8062,                 1.1744,                0.00307,                0.00307,                0.00307
                    212,                0.68844,                0.47017,                0.92624,                0.80642,                0.65957,                0.73451,                0.44317,                 1.3187,                0.80556,                 1.1737,               0.003037,               0.003037,               0.003037
                    213,                0.69541,                0.46554,                0.92652,                0.79978,                0.65969,                0.73291,                0.44168,                 1.3174,                0.80592,                 1.1731,               0.003004,               0.003004,               0.003004
                    214,                0.69726,                 0.4675,                 0.9303,                0.80466,                0.65939,                0.73337,                0.44266,                  1.315,                0.80682,                 1.1721,               0.002971,               0.002971,               0.002971
                    215,                0.67209,                 0.4594,                0.91949,                0.80271,                0.66306,                0.73335,                 0.4431,                 1.3148,                0.80684,                 1.1715,               0.002938,               0.002938,               0.002938
                    216,                0.68807,                0.46816,                 0.9264,                0.80638,                0.65778,                0.73317,                0.44381,                 1.3127,                0.80586,                 1.1699,               0.002905,               0.002905,               0.002905
                    217,                0.68791,                0.46296,                0.92254,                 0.7994,                0.66346,                0.73278,                0.44388,                 1.3116,                0.80264,                 1.1688,               0.002872,               0.002872,               0.002872
                    218,                0.68069,                0.46074,                 0.9209,                0.80349,                0.65919,                0.73284,                0.44369,                 1.3139,                 0.8042,                  1.171,               0.002839,               0.002839,               0.002839
                    219,                0.68174,                0.46341,                0.92063,                0.80847,                0.65641,                0.73337,                0.44391,                 1.3128,                0.80413,                 1.1702,               0.002806,               0.002806,               0.002806
                    220,                0.68471,                0.46352,                0.92692,                0.80249,                0.65987,                0.73347,                0.44381,                 1.3129,                0.80439,                 1.1702,               0.002773,               0.002773,               0.002773
                    221,                0.67933,                0.45937,                0.92262,                0.79992,                0.66193,                0.73345,                0.44446,                 1.3125,                0.80365,                 1.1698,                0.00274,                0.00274,                0.00274
                    222,                 0.6841,                0.46192,                0.92682,                0.80009,                0.65961,                 0.7336,                0.44389,                 1.3141,                0.80302,                 1.1711,               0.002707,               0.002707,               0.002707
                    223,                0.68212,                0.45613,                0.92199,                0.79362,                0.66323,                0.73254,                 0.4429,                 1.3144,                0.80383,                  1.171,               0.002674,               0.002674,               0.002674
                    224,                0.68071,                0.45437,                0.92108,                0.79081,                0.66264,                0.73292,                0.44255,                 1.3151,                0.80287,                 1.1714,               0.002641,               0.002641,               0.002641
                    225,                0.67866,                0.45836,                0.92019,                0.78939,                 0.6623,                0.73199,                0.44203,                 1.3137,                 0.8031,                  1.171,               0.002608,               0.002608,               0.002608
                    226,                0.66351,                0.44465,                0.91514,                0.79123,                0.66229,                0.73211,                0.44247,                 1.3128,                0.80152,                 1.1707,               0.002575,               0.002575,               0.002575
                    227,                0.67785,                0.45091,                 0.9181,                 0.7942,                0.66106,                0.73285,                0.44258,                 1.3124,                0.80025,                 1.1709,               0.002542,               0.002542,               0.002542
                    228,                0.67709,                0.45488,                0.91987,                0.80004,                0.65913,                0.73327,                0.44321,                 1.3128,                0.79963,                 1.1712,               0.002509,               0.002509,               0.002509
                    229,                 0.6778,                0.45843,                0.92156,                0.79845,                0.65947,                0.73221,                0.44258,                 1.3128,                0.80161,                 1.1714,               0.002476,               0.002476,               0.002476
                    230,                0.67151,                 0.4512,                0.91698,                0.79381,                0.66156,                0.73173,                0.44311,                 1.3135,                0.80262,                 1.1715,               0.002443,               0.002443,               0.002443
                    231,                0.67505,                0.45012,                0.92001,                0.79081,                0.66444,                0.73289,                 0.4433,                 1.3131,                0.80173,                 1.1712,                0.00241,                0.00241,                0.00241
                    232,                0.67202,                0.45437,                0.92044,                0.79638,                0.66263,                0.73349,                0.44379,                 1.3119,                0.80026,                 1.1703,               0.002377,               0.002377,               0.002377
                    233,                0.65359,                0.44492,                0.91491,                0.78975,                0.66492,                0.73274,                 0.4444,                 1.3111,                0.80042,                 1.1697,               0.002344,               0.002344,               0.002344
                    234,                0.67708,                 0.4518,                0.91973,                0.79027,                0.66438,                0.73296,                0.44451,                 1.3104,                0.80024,                 1.1692,               0.002311,               0.002311,               0.002311
                    235,                0.66753,                0.44557,                0.91368,                0.78585,                0.66659,                 0.7333,                0.44443,                 1.3104,                0.80016,                  1.169,               0.002278,               0.002278,               0.002278
                    236,                0.67133,                0.45264,                0.92208,                0.79331,                0.66407,                0.73295,                0.44446,                 1.3107,                 0.8004,                 1.1688,               0.002245,               0.002245,               0.002245
                    237,                 0.6662,                0.44228,                0.91878,                0.79477,                0.66175,                 0.7336,                0.44465,                 1.3104,                 0.7989,                 1.1687,               0.002212,               0.002212,               0.002212
                    238,                0.66355,                0.44872,                0.91669,                0.80118,                0.65801,                0.73423,                0.44476,                 1.3097,                0.79777,                  1.168,               0.002179,               0.002179,               0.002179
                    239,                0.66119,                 0.4411,                0.91848,                0.81153,                0.65269,                0.73515,                0.44524,                 1.3098,                0.79751,                 1.1675,               0.002146,               0.002146,               0.002146
                    240,                0.66087,                0.43912,                 0.9166,                0.80167,                0.65937,                0.73396,                0.44502,                 1.3107,                0.79799,                 1.1685,               0.002113,               0.002113,               0.002113
                    241,                0.64841,                0.43135,                0.90734,                0.80442,                0.65928,                0.73375,                0.44507,                 1.3097,                0.79917,                 1.1679,                0.00208,                0.00208,                0.00208
                    242,                0.66505,                0.44362,                0.91522,                0.81048,                0.65569,                 0.7339,                0.44468,                 1.3104,                0.79852,                 1.1683,               0.002047,               0.002047,               0.002047
                    243,                0.65141,                0.43909,                0.91243,                0.81242,                0.65551,                0.73387,                0.44442,                 1.3103,                0.79865,                 1.1678,               0.002014,               0.002014,               0.002014
                    244,                0.66543,                0.44714,                0.91824,                0.81039,                 0.6563,                 0.7339,                0.44477,                 1.3101,                 0.7987,                 1.1667,               0.001981,               0.001981,               0.001981
                    245,                0.64958,                0.43751,                0.91361,                0.80133,                0.66131,                0.73371,                0.44528,                 1.3095,                0.79817,                 1.1667,               0.001948,               0.001948,               0.001948
                    246,                0.66376,                0.44363,                0.91902,                0.79629,                0.66367,                0.73477,                0.44542,                  1.309,                0.79863,                 1.1667,               0.001915,               0.001915,               0.001915
                    247,                0.65364,                0.43242,                0.91071,                0.79631,                0.66278,                0.73468,                0.44569,                 1.3088,                 0.7996,                 1.1665,               0.001882,               0.001882,               0.001882
                    248,                0.65052,                0.43207,                0.91293,                0.79378,                0.66508,                0.73485,                 0.4457,                  1.309,                0.79951,                 1.1669,               0.001849,               0.001849,               0.001849
                    249,                0.64946,                0.43159,                0.91645,                0.79527,                0.66654,                0.73549,                0.44582,                 1.3101,                0.80004,                  1.168,               0.001816,               0.001816,               0.001816
                    250,                0.64804,                0.43244,                0.91475,                0.79576,                0.66654,                0.73554,                0.44613,                 1.3095,                0.79989,                  1.168,               0.001783,               0.001783,               0.001783
                    251,                0.63858,                0.43246,                0.91266,                0.79674,                0.66637,                0.73561,                  0.446,                 1.3086,                0.79981,                 1.1678,                0.00175,                0.00175,                0.00175
                    252,                0.64344,                0.42903,                 0.9137,                0.79726,                0.66633,                0.73609,                0.44623,                 1.3079,                0.80018,                 1.1672,               0.001717,               0.001717,               0.001717
                    253,                0.65131,                0.43359,                0.91551,                0.80043,                0.66351,                0.73623,                0.44645,                 1.3072,                 0.8005,                 1.1671,               0.001684,               0.001684,               0.001684
                    254,                0.65496,                0.43715,                0.91254,                0.79938,                0.66369,                0.73635,                0.44621,                 1.3075,                0.79952,                 1.1674,               0.001651,               0.001651,               0.001651
                    255,                0.63682,                0.42719,                0.90879,                0.79702,                0.66508,                0.73574,                 0.4453,                 1.3086,                0.79957,                 1.1685,               0.001618,               0.001618,               0.001618
                    256,                0.64244,                0.42654,                0.90784,                0.79528,                0.66633,                0.73611,                0.44493,                 1.3082,                0.80053,                 1.1683,               0.001585,               0.001585,               0.001585
                    257,                 0.6312,                0.41745,                0.90379,                0.79668,                0.66477,                0.73588,                0.44488,                 1.3091,                 0.8009,                 1.1688,               0.001552,               0.001552,               0.001552
                    258,                0.63334,                 0.4253,                0.90838,                0.79832,                0.66452,                0.73596,                  0.445,                 1.3098,                0.80065,                 1.1696,               0.001519,               0.001519,               0.001519
                    259,                0.63703,                0.42481,                0.90677,                 0.7992,                0.66421,                0.73601,                0.44463,                 1.3095,                0.80015,                 1.1696,               0.001486,               0.001486,               0.001486
                    260,                0.63762,                 0.4231,                0.91118,                0.80045,                0.66416,                0.73634,                0.44467,                 1.3095,                0.80044,                 1.1697,               0.001453,               0.001453,               0.001453
                    261,                0.62054,                 0.4132,                0.90538,                 0.7975,                0.66597,                0.73698,                0.44502,                 1.3088,                0.80003,                 1.1697,                0.00142,                0.00142,                0.00142
                    262,                0.62693,                0.42232,                0.90931,                0.79664,                0.66669,                0.73718,                0.44513,                 1.3085,                 0.7996,                  1.169,               0.001387,               0.001387,               0.001387
                    263,                0.64097,                0.42745,                 0.9059,                0.79663,                0.66741,                0.73742,                 0.4451,                 1.3083,                0.79956,                 1.1694,               0.001354,               0.001354,               0.001354
                    264,                0.64452,                0.43758,                0.91669,                0.79752,                0.66607,                0.73725,                0.44551,                 1.3082,                0.79928,                 1.1697,               0.001321,               0.001321,               0.001321
                    265,                0.63017,                0.41746,                 0.9072,                0.79955,                0.66599,                0.73751,                0.44563,                 1.3074,                0.79924,                 1.1696,               0.001288,               0.001288,               0.001288
                    266,                0.62317,                0.41411,                0.90616,                0.79913,                0.66665,                0.73776,                0.44603,                 1.3074,                0.79871,                 1.1694,               0.001255,               0.001255,               0.001255
                    267,                0.62162,                0.41701,                0.90542,                0.80241,                0.66458,                0.73788,                0.44567,                 1.3072,                0.79762,                 1.1695,               0.001222,               0.001222,               0.001222
                    268,                0.63026,                0.41466,                0.90703,                0.80466,                0.66398,                0.73834,                 0.4457,                 1.3075,                0.79777,                 1.1696,               0.001189,               0.001189,               0.001189
                    269,                0.62936,                0.41844,                0.90644,                0.80738,                 0.6626,                0.73831,                0.44623,                 1.3077,                0.79803,                 1.1698,               0.001156,               0.001156,               0.001156
                    270,                0.62427,                0.41745,                0.90625,                0.80891,                0.66209,                0.73836,                0.44587,                 1.3082,                0.79767,                   1.17,               0.001123,               0.001123,               0.001123
                    271,                0.61417,                0.41123,                0.90242,                0.80842,                0.66227,                0.73818,                0.44597,                 1.3078,                0.79743,                 1.1699,                0.00109,                0.00109,                0.00109
                    272,                0.62258,                 0.4156,                0.90812,                0.80429,                0.66492,                0.73812,                0.44616,                 1.3076,                0.79726,                 1.1697,               0.001057,               0.001057,               0.001057
                    273,                0.61893,                0.40638,                0.89994,                0.80665,                0.66388,                 0.7385,                0.44612,                 1.3075,                 0.7976,                 1.1696,               0.001024,               0.001024,               0.001024
                    274,                0.63132,                0.41896,                0.91038,                0.80541,                 0.6631,                0.73859,                0.44618,                 1.3071,                0.79744,                 1.1691,               0.000991,               0.000991,               0.000991
                    275,                0.62171,                0.41285,                0.90199,                0.81049,                0.66014,                0.73897,                0.44594,                 1.3074,                0.79757,                 1.1695,               0.000958,               0.000958,               0.000958
                    276,                0.62382,                0.41743,                0.90478,                0.80701,                0.66321,                0.73869,                0.44618,                 1.3076,                0.79691,                 1.1698,               0.000925,               0.000925,               0.000925
                    277,                0.62224,                 0.4129,                0.90329,                0.80832,                0.66245,                0.73836,                0.44599,                 1.3078,                0.79687,                 1.1699,               0.000892,               0.000892,               0.000892
                    278,                0.63083,                 0.4205,                0.90228,                0.80773,                0.66344,                0.73869,                0.44619,                 1.3082,                0.79654,                 1.1701,               0.000859,               0.000859,               0.000859
                    279,                0.61207,                0.40521,                0.90154,                0.80655,                 0.6643,                0.73884,                0.44631,                 1.3079,                0.79701,                 1.1702,               0.000826,               0.000826,               0.000826
                    280,                0.60298,                0.40258,                 0.9004,                0.80578,                0.66352,                0.73815,                 0.4464,                 1.3077,                0.79693,                 1.1703,               0.000793,               0.000793,               0.000793
                    281,                   0.61,                0.40631,                0.89682,                0.80665,                0.66318,                0.73853,                0.44672,                 1.3079,                0.79683,                 1.1703,                0.00076,                0.00076,                0.00076
                    282,                0.60783,                0.40552,                0.89725,                0.80658,                0.66275,                0.73814,                0.44671,                 1.3078,                0.79666,                 1.1705,               0.000727,               0.000727,               0.000727
                    283,                0.62361,                0.41299,                0.90132,                0.80546,                0.66311,                0.73828,                0.44724,                 1.3077,                0.79699,                 1.1704,               0.000694,               0.000694,               0.000694
                    284,                0.60996,                0.40211,                0.90142,                0.80563,                0.66444,                0.73863,                0.44726,                 1.3075,                0.79653,                 1.1705,               0.000661,               0.000661,               0.000661
                    285,                0.60753,                 0.4057,                0.90267,                0.80424,                0.66428,                0.73832,                0.44739,                 1.3071,                0.79624,                 1.1703,               0.000628,               0.000628,               0.000628
                    286,                 0.6127,                0.40424,                0.89811,                 0.8052,                0.66458,                0.73855,                0.44728,                 1.3063,                0.79665,                 1.1698,               0.000595,               0.000595,               0.000595
                    287,                0.60327,                0.40014,                0.89852,                0.80465,                0.66484,                0.73904,                 0.4475,                 1.3059,                0.79671,                 1.1697,               0.000562,               0.000562,               0.000562
                    288,                  0.606,                0.40665,                0.89911,                0.80374,                0.66458,                 0.7392,                0.44733,                 1.3054,                0.79708,                 1.1694,               0.000529,               0.000529,               0.000529
                    289,                0.60386,                0.39921,                0.89995,                0.80381,                0.66511,                0.73935,                0.44742,                 1.3054,                0.79688,                 1.1694,               0.000496,               0.000496,               0.000496
                    290,                0.59875,                0.40073,                0.89695,                0.80479,                0.66572,                0.73957,                0.44735,                 1.3051,                0.79645,                 1.1691,               0.000463,               0.000463,               0.000463
                    291,                 1.1165,                0.69162,                  1.076,                0.80298,                0.66599,                0.73898,                 0.4476,                 1.3049,                0.79623,                 1.1695,                0.00043,                0.00043,                0.00043
                    292,                 1.0802,                0.65819,                 1.0508,                0.80398,                0.66564,                0.73928,                0.44759,                 1.3048,                0.79537,                 1.1696,               0.000397,               0.000397,               0.000397
                    293,                 1.0714,                0.64868,                 1.0522,                  0.802,                0.66682,                0.73932,                0.44778,                 1.3047,                0.79458,                 1.1695,               0.000364,               0.000364,               0.000364
                    294,                 1.0727,                0.64457,                 1.0501,                0.80039,                 0.6674,                0.73919,                0.44838,                 1.3046,                0.79432,                 1.1694,               0.000331,               0.000331,               0.000331
                    295,                 1.0746,                0.65041,                 1.0494,                0.80251,                0.66659,                0.73941,                0.44828,                 1.3041,                0.79382,                 1.1691,               0.000298,               0.000298,               0.000298
                    296,                 1.0639,                0.63433,                 1.0455,                0.80291,                0.66677,                0.74036,                0.44884,                 1.3034,                0.79323,                 1.1686,               0.000265,               0.000265,               0.000265
                    297,                 1.0579,                0.63479,                 1.0424,                0.80222,                0.66648,                0.73997,                0.44884,                 1.3029,                0.79306,                 1.1685,               0.000232,               0.000232,               0.000232
                    298,                 1.0557,                0.62968,                 1.0438,                0.80181,                0.66731,                0.74024,                0.44906,                 1.3028,                0.79158,                 1.1683,               0.000199,               0.000199,               0.000199
                    299,                 1.0585,                0.62952,                 1.0399,                0.80438,                 0.6672,                0.74064,                0.44918,                 1.3026,                0.79157,                 1.1682,               0.000166,               0.000166,               0.000166
                    300,                 1.0546,                0.66684,                 1.0406,                0.80398,                0.66779,                0.74085,                0.44913,                  1.302,                0.79051,                 1.1679,               0.000133,               0.000133,               0.000133
